ticket_id,created_at,customer_id,department,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,latitude,longitude,target_category,city,num_images,state
1234,2025-01-15T13:38:00,6026,Operações,Mobile,Windows,Safari,4G,39,48,23,Falha de rede: mensagem de erro ao tentar fazer login.,Falha de rede: mensagem de erro ao tentar fazer login.,images/network.png,500,342,Baixa,Fechado,Aplicações,1,-0.12,5,-29.979496,-45.376694,Rede,Santos,3.0,RJ
1235,2025-01-15T13:55:00,6925,Financeiro,Mobile,Android,Firefox,4G,14,24,69,O usuário não consegue executar consulta devido a congela.,O usuário não consegue executar consulta devido a congela.,images/finance_report.png,738,414,Baixa,Aberto,Infra,1,0.601,7,-23.436831,-45.913353,Acesso,Santos,1.0,BA
1236,2025-01-15T14:12:00,8976,RH,Desktop,Android,Firefox,4G,37,24,60,O módulo financeiro fica lento ao gerar relatório.,O módulo financeiro fica lento ao gerar relatório.,images/finance_report.png,738,414,Baixa,Fechado,N1,0,-0.754,5,-26.786406,-48.522798,Financeiro,Campinas,2.0,MG
1237,2025-01-15T14:29:00,4938,TI,Mobile,iOS,Firefox,Cabo,22,12,60,A conexão de rede está apresenta erro e perda de dados.,A conexão de rede está apresenta erro e perda de dados.,images/network.png,500,342,Alta,Em andamento,N1,0,-0.315,3,-30.431675,-49.204272,Rede,Santos,3.0,BA
1238,2025-01-15T14:46:00,8661,Operações,Notebook,Linux,Firefox,Cabo,34,12,48,O portal do funcionário apresenta tela preta durante exporta...,O portal do funcionário apresenta tela preta durante exportar dados.,images/hr_portal.png,323,619,Alta,Fechado,Infra,1,0.494,6,-24.721778,-49.514959,RH,Belo Horizonte,2.0,BA
1239,2025-01-15T15:03:00,7593,TI,Notebook,Windows,Firefox,5G,10,8,28,Erro no sistema de RH: congela ao enviar email.,Erro no sistema de RH: congela ao enviar email.,images/email.png,500,333,Crítica,Aberto,Infra,0,-0.07,6,-29.435126,-47.23026,RH,Campinas,2.0,RS
1240,2025-01-15T15:20:00,5169,RH,Mobile,Linux,Edge,WiFi,35,12,41,O sistema de recrutamento apresenta perda de dados durante s...,O sistema de recrutamento apresenta perda de dados durante salvar arquivo.,images/recruitment.png,500,333,Baixa,Fechado,N2,1,0.878,4,-26.018657,-49.116023,RH,Belo Horizonte,2.0,PR
1241,2025-01-15T15:37:00,4128,RH,Desktop,iOS,Edge,WiFi,2,4,57,Problema de login: congela ao imprimir.,Problema de login: congela ao imprimir.,images/login.png,500,333,Baixa,Em andamento,Infra,0,-0.022,6,-26.162053,-51.33683,Acesso,São Paulo,3.0,SP
1242,2025-01-15T15:54:00,7518,Operações,Notebook,Linux,Safari,5G,25,8,46,Falha de rede: mensagem de erro ao tentar executar consulta.,Falha de rede: mensagem de erro ao tentar executar consulta.,images/network.png,500,342,Baixa,Em andamento,N2,1,0.758,6,-26.134782,-47.215971,Rede,São Paulo,2.0,BA
1243,2025-01-15T16:11:00,8445,Operações,Mobile,Linux,Edge,WiFi,13,8,45,O usuário relata sem resposta ao tentar acessar portal do fu...,O usuário relata sem resposta ao tentar acessar portal do funcionário.,images/hr_portal.png,323,619,Baixa,Fechado,N1,0,-0.456,7,-27.220749,-44.083322,Acesso,Campinas,0.0,RS
1244,2025-01-15T16:28:00,6075,Operações,Mobile,Linux,Edge,5G,36,24,57,O aplicativo FTP fecha inesperadamente quando abrir document...,O aplicativo FTP fecha inesperadamente quando abrir documento.,images/browser.png,500,333,Crítica,Fechado,N1,0,0.407,5,-26.560295,-44.049687,Software,Curitiba,0.0,PR
1245,2025-01-15T16:45:00,6976,Operações,Mobile,Linux,Edge,Cabo,26,8,61,"Rede instável, não funciona ao acessar aplicação web.","Rede instável, não funciona ao acessar aplicação web.",images/network.png,500,342,Crítica,Aberto,Aplicações,1,0.878,3,-32.835779,-51.850068,Rede,Curitiba,0.0,SP
1246,2025-01-15T17:02:00,2237,Financeiro,Desktop,iOS,Chrome,WiFi,37,24,70,Erro de compilação no Email durante a gerar relatório.,Erro de compilação no Email durante a gerar relatório.,images/email.png,500,333,Média,Fechado,Infra,1,0.953,6,-28.878596,-50.485351,Software,Campinas,2.0,MG
1247,2025-01-15T17:19:00,4518,Operações,Notebook,Android,Edge,WiFi,7,48,13,O acesso ao sistema de ponto está bloqueado por reinicia soz...,O acesso ao sistema de ponto está bloqueado por reinicia sozinho.,images/access_denied.png,612,408,Alta,Aberto,Aplicações,1,-0.625,5,-26.310071,-51.670594,Acesso,Santos,0.0,BA
1248,2025-01-15T17:36:00,4545,RH,Notebook,Windows,Edge,5G,5,12,49,O módulo financeiro fica lento ao abrir documento.,O módulo financeiro fica lento ao abrir documento.,images/finance_report.png,738,414,Baixa,Aberto,N1,1,0.324,3,-31.638244,-49.895932,Financeiro,Curitiba,1.0,RS
1249,2025-01-15T17:53:00,4024,RH,Desktop,iOS,Chrome,Cabo,0,48,62,Falha crítica no placa de vídeo: apresenta erro com tela pre...,Falha crítica no placa de vídeo: apresenta erro com tela preta.,images/motherboard.png,612,408,Baixa,Em andamento,Aplicações,0,0.465,7,-22.993908,-46.552138,Hardware,Campinas,0.0,RS
1250,2025-01-15T18:10:00,9904,Operações,Desktop,Android,Chrome,5G,26,24,9,Falha de autenticação ao tentar gerar relatório.,Falha de autenticação ao tentar gerar relatório.,images/login.png,500,333,Baixa,Aberto,Aplicações,0,-0.916,4,-27.686036,-46.59797,Acesso,Curitiba,3.0,PR
1251,2025-01-15T18:27:00,4643,TI,Desktop,iOS,Edge,4G,25,12,55,Erro no Sistema de tesouraria durante fazer login.,Erro no Sistema de tesouraria durante fazer login.,images/login.png,500,333,Crítica,Aberto,N1,1,-0.926,6,-27.159435,-52.897712,Financeiro,Campinas,1.0,BA
1252,2025-01-15T18:44:00,8971,TI,Desktop,Android,Chrome,5G,3,4,71,Falha no sistema financeiro: congela ao abrir documento.,Falha no sistema financeiro: congela ao abrir documento.,images/finance_report.png,738,414,Baixa,Fechado,N1,0,-0.206,5,-27.482609,-48.500986,Financeiro,Campinas,1.0,MG
1253,2025-01-15T19:01:00,3869,TI,Desktop,Linux,Safari,Cabo,21,8,52,O acesso ao sistema de ponto está bloqueado por emite beep.,O acesso ao sistema de ponto está bloqueado por emite beep.,images/access_denied.png,612,408,Alta,Aberto,N1,1,0.143,7,-27.800608,-48.050564,Acesso,Santos,0.0,RJ
1254,2025-01-15T19:18:00,3319,Operações,Mobile,Linux,Edge,Cabo,39,4,1,O acesso à banco de dados falha com fica lento.,O acesso à banco de dados falha com fica lento.,images/server.png,500,333,Baixa,Em andamento,N2,1,0.703,6,-30.404667,-44.009065,Rede,Campinas,3.0,MG
1255,2025-01-15T19:35:00,6655,TI,Mobile,Windows,Edge,WiFi,5,8,70,Erro no SAP durante salvar arquivo.,Erro no SAP durante salvar arquivo.,images/sap_erp.png,612,344,Média,Aberto,Infra,1,0.026,5,-27.627751,-52.981849,Financeiro,São Paulo,3.0,RJ
1256,2025-01-15T19:52:00,2637,RH,Notebook,Windows,Firefox,WiFi,22,24,65,A conexão de rede está não liga e ruído.,A conexão de rede está não liga e ruído.,images/network.png,500,342,Crítica,Fechado,Infra,0,-0.741,3,-33.747541,-52.177096,Rede,Curitiba,3.0,SP
1257,2025-01-15T20:09:00,6255,Operações,Notebook,Android,Chrome,5G,25,24,60,Falha de rede: perda de dados ao tentar abrir documento.,Falha de rede: perda de dados ao tentar abrir documento.,images/network.png,500,342,Média,Aberto,Aplicações,1,-0.551,5,-23.535009,-46.605055,Rede,Campinas,2.0,PR
1258,2025-01-15T20:26:00,2311,RH,Desktop,Linux,Firefox,4G,37,24,58,O portal do funcionário não está fica lento para fazer login...,O portal do funcionário não está fica lento para fazer login.,images/login.png,500,333,Média,Em andamento,Infra,0,0.559,4,-27.882988,-44.22064,RH,Campinas,2.0,SP
1259,2025-01-15T20:43:00,8189,Operações,Desktop,Android,Safari,WiFi,21,12,21,O ERP exibe tela preta ao gerar relatório.,O ERP exibe tela preta ao gerar relatório.,images/sap_erp.png,612,344,Alta,Em andamento,Infra,1,0.605,7,-24.731689,-52.058657,Financeiro,São Paulo,3.0,RS
1260,2025-01-15T21:00:00,7425,Financeiro,Notebook,Android,Safari,4G,29,8,66,O usuário relata tela piscando ao tentar acessar sistema de ...,O usuário relata tela piscando ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Crítica,Aberto,Aplicações,0,-0.408,7,-30.874842,-43.309092,Acesso,Curitiba,2.0,MG
1261,2025-01-15T21:17:00,9314,Financeiro,Notebook,iOS,Chrome,5G,24,48,24,O aplicativo Sistema de RH fecha inesperadamente quando abri...,O aplicativo Sistema de RH fecha inesperadamente quando abrir documento.,images/default_software.png,612,344,Baixa,Aberto,N2,1,0.564,7,-33.431907,-45.501456,Software,Curitiba,3.0,RS
1262,2025-01-15T21:34:00,8193,Financeiro,Mobile,Linux,Safari,Cabo,24,8,64,O usuário não consegue importar dados devido a não liga.,O usuário não consegue importar dados devido a não liga.,images/default_access.png,191,165,Crítica,Fechado,Aplicações,0,0.34,4,-33.198602,-48.765732,Acesso,Curitiba,0.0,SP
1263,2025-01-15T21:51:00,3130,RH,Mobile,Windows,Safari,Cabo,18,8,21,O acesso à aplicação web falha com não funciona.,O acesso à aplicação web falha com não funciona.,images/default_network.png,500,333,Baixa,Fechado,N2,0,0.576,3,-27.07707,-43.902169,Rede,Campinas,1.0,RJ
1264,2025-01-15T22:08:00,1369,RH,Mobile,Android,Firefox,WiFi,25,48,45,O acesso à aplicação web falha com não liga.,O acesso à aplicação web falha com não liga.,images/default_network.png,500,333,Crítica,Em andamento,Aplicações,1,-0.354,5,-27.273236,-52.205595,Rede,São Paulo,1.0,PR
1265,2025-01-15T22:25:00,1795,TI,Notebook,Android,Edge,5G,21,8,14,O CRM apresenta tela piscando e não fazer login.,O CRM apresenta tela piscando e não fazer login.,images/browser.png,500,333,Crítica,Em andamento,N2,1,-0.3,6,-23.940794,-47.858868,Software,Curitiba,2.0,MG
1266,2025-01-15T22:42:00,8275,RH,Notebook,Android,Chrome,5G,35,24,71,A conexão de rede está congela e tela azul.,A conexão de rede está congela e tela azul.,images/network.png,500,342,Média,Aberto,N2,0,-0.543,7,-31.960257,-50.633846,Rede,Santos,1.0,RJ
1267,2025-01-15T22:59:00,2524,Financeiro,Notebook,Linux,Firefox,5G,36,48,62,Falha de autenticação ao tentar abrir documento.,Falha de autenticação ao tentar abrir documento.,images/login.png,500,333,Baixa,Aberto,N1,1,0.603,6,-27.615515,-45.207685,Acesso,Belo Horizonte,2.0,PR
1268,2025-01-15T23:16:00,8764,RH,Desktop,iOS,Chrome,Cabo,12,8,70,O módulo financeiro falha ao importar dados.,O módulo financeiro falha ao importar dados.,images/finance_report.png,738,414,Baixa,Aberto,N1,1,-0.843,6,-31.851108,-48.272085,Financeiro,Santos,0.0,MG
1269,2025-01-15T23:33:00,3458,TI,Desktop,Windows,Chrome,5G,23,12,47,O sistema de ponto apresenta mensagem de erro durante salvar...,O sistema de ponto apresenta mensagem de erro durante salvar arquivo.,images/payroll.png,612,408,Baixa,Em andamento,Infra,1,0.239,6,-33.194465,-44.308345,RH,Campinas,0.0,BA
1270,2025-01-15T23:50:00,8642,Financeiro,Notebook,Linux,Safari,5G,16,12,22,O usuário relata tela azul ao tentar acessar sistema de folh...,O usuário relata tela azul ao tentar acessar sistema de folha.,images/payroll.png,612,408,Média,Fechado,Aplicações,0,-0.037,5,-30.613334,-47.725756,Acesso,São Paulo,2.0,SP
1271,2025-01-16T00:07:00,7102,RH,Mobile,Linux,Safari,WiFi,27,4,12,O aplicativo CRM fecha inesperadamente quando importar dados...,O aplicativo CRM fecha inesperadamente quando importar dados.,images/browser.png,500,333,Baixa,Em andamento,N2,0,-0.731,3,-32.977297,-45.758887,Software,Campinas,3.0,RJ
1272,2025-01-16T00:24:00,8541,TI,Desktop,Windows,Safari,5G,38,24,17,Erro no ERP durante fazer login.,Erro no ERP durante fazer login.,images/sap_erp.png,612,344,Baixa,Em andamento,N1,0,-0.908,6,-27.808175,-45.963382,Financeiro,São Paulo,1.0,MG
1273,2025-01-16T00:41:00,3447,RH,Mobile,Linux,Safari,4G,32,8,14,Erro de sintaxe no FTP durante a exportar dados.,Erro de sintaxe no FTP durante a exportar dados.,images/browser.png,500,333,Média,Em andamento,N1,0,-0.141,6,-25.057412,-46.705348,Software,São Paulo,1.0,MG
1274,2025-01-16T00:58:00,1317,RH,Notebook,Windows,Edge,Cabo,19,48,60,"Rede instável, fica lento ao acessar servidor de arquivos.","Rede instável, fica lento ao acessar servidor de arquivos.",images/network.png,500,342,Média,Aberto,Aplicações,0,-0.308,6,-28.163267,-47.700405,Rede,Santos,0.0,PR
1275,2025-01-16T01:15:00,8697,RH,Notebook,iOS,Safari,Cabo,16,12,25,Erro de permissão no Sistema ERP durante a abrir documento.,Erro de permissão no Sistema ERP durante a abrir documento.,images/sap_erp.png,612,344,Alta,Fechado,Infra,1,0.245,6,-28.144077,-51.46857,Software,Campinas,3.0,BA
1276,2025-01-16T01:32:00,2807,Financeiro,Notebook,Linux,Chrome,Cabo,39,48,7,A conexão de rede está reinicia sozinho e sem resposta.,A conexão de rede está reinicia sozinho e sem resposta.,images/network.png,500,342,Crítica,Fechado,N1,1,-0.749,5,-27.465112,-48.954259,Rede,Curitiba,3.0,BA
1277,2025-01-16T01:49:00,1816,Financeiro,Desktop,iOS,Edge,5G,14,24,54,Falha no sistema de folha ao tentar executar consulta.,Falha no sistema de folha ao tentar executar consulta.,images/payroll.png,612,408,Baixa,Aberto,Aplicações,1,0.389,7,-32.427791,-50.509179,RH,São Paulo,1.0,RS
1278,2025-01-16T02:06:00,7759,Operações,Desktop,Android,Chrome,WiFi,21,8,60,Problema de hardware: o memória fica lento inesperadamente.,Problema de hardware: o memória fica lento inesperadamente.,images/default_hardware.png,612,407,Média,Fechado,N1,1,-0.631,6,-29.483579,-44.076718,Hardware,São Paulo,1.0,RS
1279,2025-01-16T02:23:00,7899,TI,Desktop,Android,Firefox,Cabo,13,12,68,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de folha.,images/payroll.png,612,408,Alta,Em andamento,N2,0,0.15,5,-24.708701,-43.568011,Acesso,São Paulo,1.0,BA
1280,2025-01-16T02:40:00,7806,RH,Notebook,Linux,Chrome,Cabo,10,24,21,Erro no ERP durante salvar arquivo.,Erro no ERP durante salvar arquivo.,images/sap_erp.png,612,344,Crítica,Fechado,N2,1,-0.351,6,-25.955238,-51.68183,Financeiro,Curitiba,0.0,SP
1281,2025-01-16T02:57:00,1910,RH,Notebook,Windows,Edge,4G,9,24,65,O módulo financeiro não funciona ao imprimir.,O módulo financeiro não funciona ao imprimir.,images/finance_report.png,738,414,Baixa,Fechado,Infra,1,-0.48,7,-26.013055,-50.287012,Financeiro,Santos,0.0,PR
1282,2025-01-16T03:14:00,9072,Operações,Notebook,iOS,Edge,4G,36,8,26,O monitor não responde e exibe mensagem de erro.,O monitor não responde e exibe mensagem de erro.,images/monitor.png,500,394,Crítica,Fechado,Aplicações,0,-0.446,3,-25.741175,-46.448499,Hardware,São Paulo,1.0,BA
1283,2025-01-16T03:31:00,3859,RH,Desktop,Android,Safari,Cabo,15,48,13,Falha no sistema de folha ao tentar enviar email.,Falha no sistema de folha ao tentar enviar email.,images/email.png,500,333,Alta,Aberto,Aplicações,0,-0.446,6,-26.943123,-44.801253,RH,Belo Horizonte,1.0,BA
1284,2025-01-16T03:48:00,4768,RH,Desktop,Linux,Edge,5G,16,4,69,Falha crítica no monitor: fica lento com tela azul.,Falha crítica no monitor: fica lento com tela azul.,images/monitor.png,500,394,Média,Fechado,Aplicações,0,-0.89,3,-30.019436,-49.890453,Hardware,Santos,1.0,SP
1285,2025-01-16T04:05:00,3056,Operações,Desktop,Windows,Safari,WiFi,23,12,42,Falha de autenticação ao tentar abrir documento.,Falha de autenticação ao tentar abrir documento.,images/login.png,500,333,Baixa,Fechado,Infra,0,-0.453,6,-24.040565,-45.003585,Acesso,Campinas,1.0,MG
1286,2025-01-16T04:22:00,6006,TI,Mobile,Linux,Edge,4G,5,8,42,O acesso à VPN falha com superaquece.,O acesso à VPN falha com superaquece.,images/vpn.png,500,333,Crítica,Em andamento,N1,0,0.689,5,-23.952737,-49.641964,Rede,São Paulo,2.0,RS
1287,2025-01-16T04:39:00,5160,TI,Notebook,Windows,Edge,5G,20,12,64,Falha no sistema de folha ao tentar fazer login.,Falha no sistema de folha ao tentar fazer login.,images/login.png,500,333,Alta,Em andamento,N2,0,0.918,3,-23.110789,-49.045162,RH,Belo Horizonte,1.0,BA
1288,2025-01-16T04:56:00,7725,Operações,Mobile,Android,Safari,Cabo,20,8,2,Problema de login: superaquece ao importar dados.,Problema de login: superaquece ao importar dados.,images/login.png,500,333,Baixa,Em andamento,N1,1,-0.917,7,-33.203389,-47.089577,Acesso,São Paulo,1.0,BA
1289,2025-01-16T05:13:00,7881,RH,Notebook,Linux,Firefox,5G,1,48,6,O Módulo de notas fiscais exibe tela preta ao gerar relatóri...,O Módulo de notas fiscais exibe tela preta ao gerar relatório.,images/finance_report.png,738,414,Alta,Aberto,N1,1,0.531,5,-25.813198,-44.689167,Financeiro,Curitiba,3.0,SP
1290,2025-01-16T05:30:00,8955,TI,Desktop,Windows,Edge,5G,7,24,32,O módulo financeiro reinicia sozinho ao salvar arquivo.,O módulo financeiro reinicia sozinho ao salvar arquivo.,images/finance_report.png,738,414,Média,Fechado,Aplicações,1,-0.823,3,-23.634698,-43.883459,Financeiro,Belo Horizonte,2.0,RS
1291,2025-01-16T05:47:00,7255,Financeiro,Mobile,Linux,Safari,5G,11,48,5,Problema de conectividade: apresenta erro durante exportar d...,Problema de conectividade: apresenta erro durante exportar dados.,images/default_network.png,500,333,Baixa,Aberto,Aplicações,0,0.648,7,-26.461798,-43.757968,Rede,Curitiba,0.0,RS
1292,2025-01-16T06:04:00,4164,RH,Notebook,Android,Chrome,5G,33,8,4,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de folha.,images/payroll.png,612,408,Média,Em andamento,Aplicações,1,-0.794,5,-30.021194,-50.287849,Acesso,Campinas,2.0,MG
1293,2025-01-16T06:21:00,2301,Financeiro,Notebook,Windows,Safari,5G,33,48,54,O usuário não consegue fazer login devido a não liga.,O usuário não consegue fazer login devido a não liga.,images/login.png,500,333,Crítica,Aberto,Infra,1,0.786,3,-29.167646,-49.592198,Acesso,Curitiba,0.0,PR
1294,2025-01-16T06:38:00,7589,Operações,Desktop,Windows,Safari,Cabo,37,8,3,O acesso à banco de dados falha com congela.,O acesso à banco de dados falha com congela.,images/server.png,500,333,Alta,Em andamento,Infra,1,-0.337,7,-31.181532,-48.449718,Rede,Santos,1.0,RJ
1295,2025-01-16T06:55:00,1301,Operações,Notebook,iOS,Chrome,Cabo,26,4,48,Falha de autenticação ao tentar executar consulta.,Falha de autenticação ao tentar executar consulta.,images/login.png,500,333,Média,Fechado,N2,0,0.704,4,-30.937429,-52.529987,Acesso,São Paulo,1.0,PR
1296,2025-01-16T07:12:00,6263,TI,Notebook,Windows,Chrome,Cabo,36,24,52,A conexão de rede está congela e cheiro de queimado.,A conexão de rede está congela e cheiro de queimado.,images/network.png,500,342,Alta,Fechado,Aplicações,0,-0.38,6,-29.530167,-52.969423,Rede,São Paulo,0.0,MG
1297,2025-01-16T07:29:00,1973,TI,Desktop,Android,Firefox,4G,10,48,40,O Word apresenta tela piscando e não exportar dados.,O Word apresenta tela piscando e não exportar dados.,images/office.png,500,333,Média,Em andamento,Infra,0,-0.125,5,-30.376398,-50.412448,Software,São Paulo,3.0,RS
1298,2025-01-16T07:46:00,4189,Financeiro,Mobile,iOS,Firefox,Cabo,21,8,58,Erro de memória no Sistema ERP durante a gerar relatório.,Erro de memória no Sistema ERP durante a gerar relatório.,images/sap_erp.png,612,344,Crítica,Aberto,N1,0,-0.745,5,-32.386932,-44.223268,Software,São Paulo,0.0,RS
1299,2025-01-16T08:03:00,7262,RH,Desktop,Android,Chrome,4G,33,48,6,Falha crítica no cooler: falha com tela azul.,Falha crítica no cooler: falha com tela azul.,images/cooler.png,500,750,Alta,Fechado,N2,0,-0.326,5,-29.412238,-52.669899,Hardware,Curitiba,3.0,SP
1300,2025-01-16T08:20:00,3082,RH,Notebook,Android,Safari,WiFi,37,48,49,Erro de compilação no Email durante a executar consulta.,Erro de compilação no Email durante a executar consulta.,images/email.png,500,333,Média,Aberto,Infra,0,-0.053,6,-24.762507,-45.077896,Software,Belo Horizonte,2.0,RS
1301,2025-01-16T08:37:00,3544,TI,Notebook,Linux,Edge,5G,12,4,32,Problema de conectividade: emite beep durante salvar arquivo...,Problema de conectividade: emite beep durante salvar arquivo.,images/default_network.png,500,333,Alta,Em andamento,N1,1,-0.266,5,-23.521061,-44.807778,Rede,Campinas,1.0,RJ
1302,2025-01-16T08:54:00,3498,RH,Mobile,Windows,Edge,WiFi,38,8,53,O módulo financeiro não liga ao executar consulta.,O módulo financeiro não liga ao executar consulta.,images/finance_report.png,738,414,Baixa,Aberto,N1,1,-0.092,6,-24.280403,-47.478177,Financeiro,Curitiba,0.0,BA
1303,2025-01-16T09:11:00,6166,RH,Notebook,iOS,Safari,Cabo,18,4,6,O HD apresenta congela e mensagem de erro.,O HD apresenta congela e mensagem de erro.,images/hard_drive.png,500,334,Média,Aberto,Infra,0,-0.604,6,-28.179211,-52.002443,Hardware,Belo Horizonte,0.0,RJ
1304,2025-01-16T09:28:00,6600,TI,Notebook,Windows,Safari,WiFi,19,12,58,Problema de conectividade: superaquece durante abrir documen...,Problema de conectividade: superaquece durante abrir documento.,images/default_network.png,500,333,Baixa,Em andamento,N1,1,0.585,6,-28.859735,-50.170469,Rede,Campinas,3.0,RJ
1305,2025-01-16T09:45:00,2133,TI,Notebook,Android,Safari,4G,20,24,17,O Módulo de notas fiscais exibe tela piscando ao gerar relat...,O Módulo de notas fiscais exibe tela piscando ao gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,1,0.581,4,-25.890481,-52.829518,Financeiro,Campinas,3.0,SP
1306,2025-01-16T10:02:00,5231,RH,Desktop,Linux,Chrome,Cabo,25,48,37,O acesso ao portal do funcionário está bloqueado por fica le...,O acesso ao portal do funcionário está bloqueado por fica lento.,images/access_denied.png,612,408,Alta,Fechado,Aplicações,1,-0.858,3,-33.615557,-51.438486,Acesso,São Paulo,3.0,RS
1307,2025-01-16T10:19:00,2070,TI,Notebook,Linux,Chrome,WiFi,5,4,69,Problema de conectividade: desliga durante gerar relatório.,Problema de conectividade: desliga durante gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,0,-0.669,4,-29.481804,-49.253876,Rede,Santos,1.0,PR
1308,2025-01-16T10:36:00,5602,RH,Notebook,iOS,Edge,5G,40,48,67,Problema de hardware: o HD reinicia sozinho inesperadamente.,Problema de hardware: o HD reinicia sozinho inesperadamente.,images/hard_drive.png,500,334,Baixa,Fechado,N1,1,-0.976,5,-29.382366,-52.045416,Hardware,Santos,1.0,RS
1309,2025-01-16T10:53:00,1064,TI,Desktop,iOS,Edge,4G,38,8,26,O usuário relata sem resposta ao tentar acessar sistema de R...,O usuário relata sem resposta ao tentar acessar sistema de RH.,images/default_access.png,191,165,Crítica,Fechado,N1,0,0.863,7,-28.978388,-47.420029,Acesso,Curitiba,0.0,PR
1310,2025-01-16T11:10:00,5555,TI,Notebook,Android,Edge,WiFi,22,12,55,Problema de hardware: o mouse desliga inesperadamente.,Problema de hardware: o mouse desliga inesperadamente.,images/mouse.png,500,335,Baixa,Aberto,N2,0,0.331,5,-26.566848,-45.868929,Hardware,Campinas,2.0,SP
1311,2025-01-16T11:27:00,4748,TI,Desktop,Linux,Firefox,4G,15,4,8,A conexão de rede está falha e mensagem de erro.,A conexão de rede está falha e mensagem de erro.,images/network.png,500,342,Média,Em andamento,Aplicações,1,-0.571,6,-25.9778,-43.623276,Rede,Curitiba,3.0,BA
1312,2025-01-16T11:44:00,4856,TI,Mobile,Android,Safari,Cabo,17,48,64,Erro no sistema de RH: apresenta erro ao salvar arquivo.,Erro no sistema de RH: apresenta erro ao salvar arquivo.,images/default_hr.png,612,408,Crítica,Fechado,Infra,1,0.716,4,-24.69203,-51.581005,RH,Curitiba,1.0,RJ
1313,2025-01-16T12:01:00,8425,TI,Desktop,Linux,Edge,Cabo,7,24,50,Falha no sistema de recrutamento ao tentar gerar relatório.,Falha no sistema de recrutamento ao tentar gerar relatório.,images/recruitment.png,500,333,Crítica,Em andamento,N1,1,-0.272,4,-28.593169,-50.832945,RH,Santos,0.0,BA
1314,2025-01-16T12:18:00,2940,TI,Notebook,Windows,Safari,Cabo,23,12,51,Problema de login: desliga ao fazer login.,Problema de login: desliga ao fazer login.,images/login.png,500,333,Média,Aberto,Aplicações,0,-0.797,6,-26.577424,-46.878918,Acesso,Curitiba,2.0,RJ
1315,2025-01-16T12:35:00,1080,Operações,Desktop,Android,Firefox,5G,6,48,51,"Rede instável, reinicia sozinho ao acessar aplicação web.","Rede instável, reinicia sozinho ao acessar aplicação web.",images/network.png,500,342,Crítica,Em andamento,Infra,0,0.209,6,-30.210989,-46.950734,Rede,Belo Horizonte,0.0,BA
1316,2025-01-16T12:52:00,1116,TI,Mobile,Windows,Chrome,4G,27,4,54,Falha de autenticação ao tentar exportar dados.,Falha de autenticação ao tentar exportar dados.,images/login.png,500,333,Baixa,Aberto,Infra,1,0.936,6,-32.281466,-52.231572,Acesso,São Paulo,0.0,SP
1317,2025-01-16T13:09:00,9388,Operações,Notebook,iOS,Chrome,5G,30,8,26,O usuário relatou que o HD não funciona durante o inicializa...,O usuário relatou que o HD não funciona durante o inicialização.,images/hard_drive.png,500,334,Baixa,Aberto,Infra,1,0.058,3,-26.428668,-43.755038,Hardware,Campinas,3.0,RS
1318,2025-01-16T13:26:00,7761,Financeiro,Notebook,Windows,Firefox,Cabo,4,48,71,Falha no sistema de folha ao tentar importar dados.,Falha no sistema de folha ao tentar importar dados.,images/payroll.png,612,408,Média,Aberto,Aplicações,0,0.501,4,-24.840773,-51.896514,RH,Santos,3.0,BA
1319,2025-01-16T13:43:00,1476,Operações,Notebook,Windows,Safari,Cabo,27,48,25,Problema de hardware: o notebook emite beep inesperadamente.,Problema de hardware: o notebook emite beep inesperadamente.,images/default_hardware.png,612,407,Média,Em andamento,Aplicações,1,-0.452,5,-32.193973,-45.362632,Hardware,Campinas,1.0,PR
1320,2025-01-16T14:00:00,3943,Financeiro,Desktop,iOS,Safari,WiFi,11,24,31,Erro no sistema de RH: não funciona ao abrir documento.,Erro no sistema de RH: não funciona ao abrir documento.,images/default_hr.png,612,408,Média,Fechado,Infra,0,0.873,6,-31.783401,-47.012483,RH,Campinas,2.0,RS
1321,2025-01-16T14:17:00,9523,Financeiro,Mobile,iOS,Safari,WiFi,7,4,40,Problema de conectividade: falha durante salvar arquivo.,Problema de conectividade: falha durante salvar arquivo.,images/default_network.png,500,333,Alta,Aberto,Aplicações,1,-0.951,5,-30.306827,-48.153147,Rede,Campinas,0.0,BA
1322,2025-01-16T14:34:00,6697,TI,Desktop,iOS,Safari,WiFi,10,12,13,A conexão de rede está não liga e tela preta.,A conexão de rede está não liga e tela preta.,images/network.png,500,342,Alta,Fechado,Infra,1,0.907,6,-31.965543,-49.016683,Rede,Curitiba,3.0,BA
